Place_Id,Place_Name,Description,Category,City,desc_length,combined_text,processed_text
173,Situ Cileunca Pangalengan Bandung,"Danau wisata di Pangalengan yang menawarkan aktivitas perahu, camping, dan rafting.",Wisata Alam,Kabupaten Bandung,83,"Danau wisata di Pangalengan yang menawarkan aktivitas perahu, camping, dan rafting. Wisata Alam",danau wisata pangalengan tawar aktivitas perahu camping rafting wisata alam
174,Cileunca Land,Tempat wisata keluarga di sekitar Situ Cileunca dengan area camping dan aktivitas outdoor.,Wisata Alam,Kabupaten Bandung,90,Tempat wisata keluarga di sekitar Situ Cileunca dengan area camping dan aktivitas outdoor. Wisata Alam,tempat wisata keluarga situ cileunca area camping aktivitas outdoor wisata alam
175,Tepian Langit Girang. TLG,Spot wisata alam dengan panorama perbukitan dan area santai di kawasan Pangalengan.,Wisata Alam,Kabupaten Bandung,83,Spot wisata alam dengan panorama perbukitan dan area santai di kawasan Pangalengan. Wisata Alam,spot wisata alam panorama bukit area santai kawasan pangalengan wisata alam
176,Wayang windu Panenjoan,Tempat wisata dengan jembatan kayu dan panorama kebun teh di kawasan Wayang Windu.,Wisata Alam,Kabupaten Bandung,82,Tempat wisata dengan jembatan kayu dan panorama kebun teh di kawasan Wayang Windu. Wisata Alam,tempat wisata jembatan kayu panorama kebun teh kawasan wayang windu wisata alam
177,Wayang Windu Village,Kawasan wisata alam dan penginapan dengan suasana pegunungan serta udara sejuk.,Wisata Alam,Kabupaten Bandung,79,Kawasan wisata alam dan penginapan dengan suasana pegunungan serta udara sejuk. Wisata Alam,kawasan wisata alam inap suasana gunung udara sejuk wisata alam
178,Gunung Artapela,Gunung wisata di Bandung Selatan yang populer untuk pendakian dan camping alam terbuka.,Wisata Alam,Kabupaten Bandung,87,Gunung wisata di Bandung Selatan yang populer untuk pendakian dan camping alam terbuka. Wisata Alam,gunung wisata bandung selatan populer daki camping alam buka wisata alam
179,Kebun Teh Riung Gunung,Perkebunan teh dengan jalur wisata alam dan panorama pegunungan di Pangalengan.,Wisata Alam,Kabupaten Bandung,79,Perkebunan teh dengan jalur wisata alam dan panorama pegunungan di Pangalengan. Wisata Alam,kebun teh jalur wisata alam panorama gunung pangalengan wisata alam
180,Gunung Nini,Bukit dan kawasan wisata alam dengan panorama perkebunan teh dan spot menikmati sunrise.,Wisata Alam,Kabupaten Bandung,88,Bukit dan kawasan wisata alam dengan panorama perkebunan teh dan spot menikmati sunrise. Wisata Alam,bukit kawasan wisata alam panorama kebun teh spot nikmat sunrise wisata alam
181,Hutan Pinus Rahong,"Kawasan hutan pinus yang digunakan untuk camping, wisata alam, dan aktivitas outdoor.",Wisata Alam,Kabupaten Bandung,85,"Kawasan hutan pinus yang digunakan untuk camping, wisata alam, dan aktivitas outdoor. Wisata Alam",kawasan hutan pinus guna camping wisata alam aktivitas outdoor wisata alam
182,Padaawas Hills Pengalengan Bandung,Tempat wisata alam dengan area camping dan pemandangan perbukitan hijau di Pangalengan.,Wisata Alam,Kabupaten Bandung,87,Tempat wisata alam dengan area camping dan pemandangan perbukitan hijau di Pangalengan. Wisata Alam,tempat wisata alam area camping pandang bukit hijau pangalengan wisata alam
183,Gravity Adventure,Tempat wisata petualangan yang menyediakan aktivitas outdoor dan permainan alam terbuka.,Wisata Olahraga,Kabupaten Bandung,88,Tempat wisata petualangan yang menyediakan aktivitas outdoor dan permainan alam terbuka. Wisata Olahraga,tempat wisata tualang sedia aktivitas outdoor main alam buka wisata olahraga
184,Lembah Pineus Rahong,"Tempat wisata alam dengan area glamping, sungai, dan hutan pinus di kawasan Rahong.",Wisata Alam,Kabupaten Bandung,83,"Tempat wisata alam dengan area glamping, sungai, dan hutan pinus di kawasan Rahong. Wisata Alam",tempat wisata alam area glamping sungai hutan pinus kawasan rahong wisata alam
185,Singkur Village,"Tempat wisata alam dan outbound dengan konsep sungai, rafting, dan camping keluarga.",Wisata Alam,Kabupaten Bandung,84,"Tempat wisata alam dan outbound dengan konsep sungai, rafting, dan camping keluarga. Wisata Alam",tempat wisata alam outbound konsep sungai rafting camping keluarga wisata alam
186,Green Corner Camping Pangalengan,Area camping dengan panorama kebun teh dan suasana pegunungan yang sejuk.,Wisata Alam,Kabupaten Bandung,73,Area camping dengan panorama kebun teh dan suasana pegunungan yang sejuk. Wisata Alam,area camping panorama kebun teh suasana gunung sejuk wisata alam
187,Kiara Manuk,Tempat wisata alam dengan area camping dan panorama perbukitan di Bandung Selatan.,Wisata Alam,Kabupaten Bandung,82,Tempat wisata alam dengan area camping dan panorama perbukitan di Bandung Selatan. Wisata Alam,tempat wisata alam area camping panorama bukit bandung selatan wisata alam
188,Alam Singkur,"Tempat wisata alam di Pangalengan yang menawarkan rafting, camping, dan aktivitas outdoor keluarga.",Wisata Alam,Kabupaten Bandung,99,"Tempat wisata alam di Pangalengan yang menawarkan rafting, camping, dan aktivitas outdoor keluarga. Wisata Alam",tempat wisata alam pangalengan tawar rafting camping aktivitas outdoor keluarga wisata alam
189,Pesona padaawas,Kawasan wisata alam dengan panorama perbukitan dan area camping di Bandung Selatan.,Wisata Olahraga,Kabupaten Bandung,83,Kawasan wisata alam dengan panorama perbukitan dan area camping di Bandung Selatan. Wisata Olahraga,kawasan wisata alam panorama bukit area camping bandung selatan wisata olahraga
190,Taman hutan Pinus Wayang Windu,Hutan pinus wisata dengan suasana sejuk dan area rekreasi alam di kawasan Pangalengan.,Wisata Alam,Kabupaten Bandung,86,Hutan pinus wisata dengan suasana sejuk dan area rekreasi alam di kawasan Pangalengan. Wisata Alam,hutan pinus wisata suasana sejuk area rekreasi alam kawasan pangalengan wisata alam
191,Batu Pineus Riverside,Tempat wisata alam di tepi sungai dengan area glamping dan suasana hutan pinus.,Wisata Alam,Kabupaten Bandung,79,Tempat wisata alam di tepi sungai dengan area glamping dan suasana hutan pinus. Wisata Alam,tempat wisata alam tepi sungai area glamping suasana hutan pinus wisata alam
192,Kawah Wayang,Kawasan kawah vulkanik alami di Pangalengan yang memiliki panorama pegunungan dan sumber panas bumi.,Wisata Alam,Kabupaten Bandung,100,Kawasan kawah vulkanik alami di Pangalengan yang memiliki panorama pegunungan dan sumber panas bumi. Wisata Alam,kawasan kawah vulkanik alami pangalengan milik panorama gunung sumber panas bumi wisata alam
193,Situ Cileunca Lake,"Danau wisata populer di Pangalengan yang menawarkan aktivitas perahu, rafting, dan camping.",Wisata Alam,Kabupaten Bandung,91,"Danau wisata populer di Pangalengan yang menawarkan aktivitas perahu, rafting, dan camping. Wisata Alam",danau wisata populer pangalengan tawar aktivitas perahu rafting camping wisata alam
194,Pemandian Air Panas Cibolang,Tempat pemandian air panas alami dengan suasana pegunungan yang nyaman untuk relaksasi.,Wisata Alam,Kabupaten Bandung,87,Tempat pemandian air panas alami dengan suasana pegunungan yang nyaman untuk relaksasi. Wisata Alam,tempat mandi air panas alami suasana gunung nyaman relaksasi wisata alam
195,Teh Jangkung Malabar,Kawasan wisata perkebunan teh dengan panorama alam dan udara sejuk khas Pangalengan.,Wisata Olahraga,Kabupaten Bandung,84,Kawasan wisata perkebunan teh dengan panorama alam dan udara sejuk khas Pangalengan. Wisata Olahraga,kawasan wisata kebun teh panorama alam udara sejuk khas pangalengan wisata olahraga
196,Cabinite Pangalengan,Tempat wisata glamping modern dengan pemandangan kebun teh dan suasana alam pegunungan.,Wisata Alam,Kabupaten Bandung,87,Tempat wisata glamping modern dengan pemandangan kebun teh dan suasana alam pegunungan. Wisata Alam,tempat wisata glamping modern pandang kebun teh suasana alam gunung wisata alam
197,Tea Plantation Observation Tower,Menara pandang di kawasan perkebunan teh untuk menikmati panorama alam dari ketinggian.,Wisata Alam,Kabupaten Bandung,87,Menara pandang di kawasan perkebunan teh untuk menikmati panorama alam dari ketinggian. Wisata Alam,menara pandang kawasan kebun teh nikmat panorama alam tinggi wisata alam
198,Kampung Adat Cikondang,Kampung adat Sunda yang masih mempertahankan tradisi budaya dan rumah adat tradisional.,Wisata Budaya,Kabupaten Bandung,87,Kampung adat Sunda yang masih mempertahankan tradisi budaya dan rumah adat tradisional. Wisata Budaya,kampung adat sunda tahan tradisi budaya rumah adat tradisional wisata budaya
199,Makam Karomah Mahmud,Tempat wisata religi dan ziarah yang memiliki nilai sejarah dan budaya masyarakat setempat.,Wisata Religi,Kabupaten Bandung,91,Tempat wisata religi dan ziarah yang memiliki nilai sejarah dan budaya masyarakat setempat. Wisata Religi,tempat wisata religi ziarah milik nilai sejarah budaya masyarakat tempat wisata religi
200,Kampung Adat Cirendeu,Kampung adat yang mempertahankan budaya lokal dan tradisi pangan khas masyarakat Sunda.,Wisata Budaya,Kabupaten Bandung,87,Kampung adat yang mempertahankan budaya lokal dan tradisi pangan khas masyarakat Sunda. Wisata Budaya,kampung adat tahan budaya lokal tradisi pangan khas masyarakat sunda wisata budaya
201,Desa Wisata Tarumajaya,Desa wisata alam dengan panorama pegunungan dan aktivitas edukasi lingkungan di Bandung Selatan.,Desa Wisata,Kabupaten Bandung,96,Desa wisata alam dengan panorama pegunungan dan aktivitas edukasi lingkungan di Bandung Selatan. Desa Wisata,desa wisata alam panorama gunung aktivitas edukasi lingkung bandung selatan desa wisata
202,Cicalengka Dreamland,"Tempat wisata keluarga dengan area rekreasi alam, kolam renang, dan spot foto.",Taman Hiburan,Kabupaten Bandung,78,"Tempat wisata keluarga dengan area rekreasi alam, kolam renang, dan spot foto. Taman Hiburan",tempat wisata keluarga area rekreasi alam kolam renang spot foto taman hibur
203,Kawah Putih,Kawasan kawah vulkanik terkenal di Ciwidey dengan danau berwarna putih kehijauan.,Wisata Alam,Kabupaten Bandung,81,Kawasan kawah vulkanik terkenal di Ciwidey dengan danau berwarna putih kehijauan. Wisata Alam,kawasan kawah vulkanik kenal ciwidey danau warna putih hijau wisata alam
204,Taman Hutan Raya Ir. H. Djuanda,"Kawasan konservasi alam dengan jalur trekking, hutan lindung, dan situs sejarah.",Wisata Alam,Kabupaten Bandung,80,"Kawasan konservasi alam dengan jalur trekking, hutan lindung, dan situs sejarah. Wisata Alam",kawasan konservasi alam jalur trekking hutan lindung situs sejarah wisata alam
205,Situ Patenggang,Danau wisata alam di Ciwidey yang terkenal dengan panorama pegunungan dan wisata perahu.,Wisata Alam,Kabupaten Bandung,88,Danau wisata alam di Ciwidey yang terkenal dengan panorama pegunungan dan wisata perahu. Wisata Alam,danau wisata alam ciwidey kenal panorama gunung wisata perahu wisata alam
206,Penangkaran Rusa Ranca Upas,Area konservasi rusa di kawasan Ranca Upas yang menjadi wisata edukasi keluarga.,Wisata Edukasi,Kabupaten Bandung,80,Area konservasi rusa di kawasan Ranca Upas yang menjadi wisata edukasi keluarga. Wisata Edukasi,area konservasi rusa kawasan ranca upas jadi wisata edukasi keluarga wisata edukasi
207,Desa Wisata Alamendah,"Desa wisata dengan potensi alam, pertanian, dan edukasi budaya masyarakat lokal.",Desa Wisata,Kabupaten Bandung,80,"Desa wisata dengan potensi alam, pertanian, dan edukasi budaya masyarakat lokal. Desa Wisata",desa wisata potensi alam tani edukasi budaya masyarakat lokal desa wisata
208,Warnasari Campvan,Tempat camping dan wisata alam dengan konsep campervan di kawasan Bandung Selatan.,Wisata Alam,Kabupaten Bandung,82,Tempat camping dan wisata alam dengan konsep campervan di kawasan Bandung Selatan. Wisata Alam,tempat camping wisata alam konsep campervan kawasan bandung selatan wisata alam
209,Curug Batu Templek Cisanggarung,Air terjun unik dengan tebing batu berlapis di kawasan Cisanggarung Bandung.,Wisata Alam,Kabupaten Bandung,76,Air terjun unik dengan tebing batu berlapis di kawasan Cisanggarung Bandung. Wisata Alam,air terjun unik tebing batu lap kawasan cisanggarung bandung wisata alam
210,Curug Bentang Padjadjaran,Air terjun alami dengan panorama hutan dan suasana pegunungan yang sejuk.,Wisata Alam,Kabupaten Bandung,73,Air terjun alami dengan panorama hutan dan suasana pegunungan yang sejuk. Wisata Alam,air terjun alami panorama hutan suasana gunung sejuk wisata alam
211,Waduk Cirata,"Waduk besar yang dimanfaatkan untuk wisata alam, perikanan, dan aktivitas rekreasi air.",Wisata Alam,Bandung Barat,87,"Waduk besar yang dimanfaatkan untuk wisata alam, perikanan, dan aktivitas rekreasi air. Wisata Alam",waduk besar manfaat wisata alam ikan aktivitas rekreasi air wisata alam
212,Bukit senyum,Tempat wisata dataran tinggi dengan panorama Waduk Saguling dan suasana alam terbuka.,Wisata Alam,Bandung Barat,85,Tempat wisata dataran tinggi dengan panorama Waduk Saguling dan suasana alam terbuka. Wisata Alam,tempat wisata datar tinggi panorama waduk saguling suasana alam buka wisata alam
213,Taman Kupu-Kupu Cihanjuang,Taman edukasi yang memiliki koleksi kupu-kupu dan area pembelajaran lingkungan.,Wisata Edukasi,Bandung Barat,79,Taman edukasi yang memiliki koleksi kupu-kupu dan area pembelajaran lingkungan. Wisata Edukasi,taman edukasi milik koleksi kupukupu area ajar lingkung wisata edukasi
214,"Sapulidi Cafe, Resort & Gallery",Tempat wisata kuliner dan penginapan bernuansa pedesaan Sunda dengan area danau.,Wisata Kuliner,Bandung Barat,80,Tempat wisata kuliner dan penginapan bernuansa pedesaan Sunda dengan area danau. Wisata Kuliner,tempat wisata kuliner inap nuansa desa sunda area danau wisata kuliner
215,Tafso Barn,Tempat wisata kuliner dan spot foto modern dengan panorama alam Kota Bandung.,Wisata Kuliner,Bandung Barat,77,Tempat wisata kuliner dan spot foto modern dengan panorama alam Kota Bandung. Wisata Kuliner,tempat wisata kuliner spot foto modern panorama alam kota bandung wisata kuliner
216,"Lereng Anteng, Dago Bakery",Tempat kuliner dan wisata alam dengan konsep outdoor serta pemandangan pegunungan.,Wisata Kuliner,Bandung Barat,82,Tempat kuliner dan wisata alam dengan konsep outdoor serta pemandangan pegunungan. Wisata Kuliner,tempat kuliner wisata alam konsep outdoor pandang gunung wisata kuliner
217,The Great Asia Africa,Tempat wisata tematik yang menampilkan miniatur budaya dan bangunan khas negara Asia-Afrika.,Taman Hiburan,Bandung Barat,92,Tempat wisata tematik yang menampilkan miniatur budaya dan bangunan khas negara Asia-Afrika. Taman Hiburan,tempat wisata tematik tampil miniatur budaya bangun khas negara asiaafrika taman hibur
218,Bird Pavilion,Tempat wisata edukasi yang menampilkan berbagai jenis burung dan area interaksi keluarga.,Wisata Edukasi,Bandung Barat,89,Tempat wisata edukasi yang menampilkan berbagai jenis burung dan area interaksi keluarga. Wisata Edukasi,tempat wisata edukasi tampil bagai jenis burung area interaksi keluarga wisata edukasi
219,Ciwangun Indah Camp,"Kawasan wisata alam dengan fasilitas camping, outbound, dan aktivitas outdoor di Bandung Barat.",Wisata Alam,Bandung Barat,95,"Kawasan wisata alam dengan fasilitas camping, outbound, dan aktivitas outdoor di Bandung Barat. Wisata Alam",kawasan wisata alam fasilitas camping outbound aktivitas outdoor bandung barat wisata alam
220,Lembah Bougenville Resort,"Resort wisata alam dengan taman bunga, penginapan, dan suasana pegunungan yang sejuk.",Wisata Alam,Bandung Barat,85,"Resort wisata alam dengan taman bunga, penginapan, dan suasana pegunungan yang sejuk. Wisata Alam",resort wisata alam taman bunga inap suasana gunung sejuk wisata alam
221,Warung Liwet Ibu Yayah,Tempat kuliner khas Sunda yang terkenal dengan menu nasi liwet dan suasana pedesaan.,Wisata Kuliner,Bandung Barat,84,Tempat kuliner khas Sunda yang terkenal dengan menu nasi liwet dan suasana pedesaan. Wisata Kuliner,tempat kuliner khas sunda kenal menu nasi liwet suasana desa wisata kuliner
222,Bosscha,Observatorium astronomi tertua di Indonesia yang digunakan untuk edukasi dan penelitian bintang.,Wisata Edukasi,Bandung Barat,96,Observatorium astronomi tertua di Indonesia yang digunakan untuk edukasi dan penelitian bintang. Wisata Edukasi,observatorium astronomi tua indonesia guna edukasi teliti bintang wisata edukasi
223,Fairy Garden Edutainment Park by The Lodge,Tempat wisata keluarga bertema negeri dongeng dengan wahana edukasi dan spot foto menarik.,Taman Hiburan,Bandung Barat,90,Tempat wisata keluarga bertema negeri dongeng dengan wahana edukasi dan spot foto menarik. Taman Hiburan,tempat wisata keluarga tema negeri dongeng wahana edukasi spot foto tarik taman hibur
224,LEMBANG Wonderland,"Tempat wisata tematik dengan dekorasi unik, wahana keluarga, dan area foto interaktif.",Taman Hiburan,Bandung Barat,86,"Tempat wisata tematik dengan dekorasi unik, wahana keluarga, dan area foto interaktif. Taman Hiburan",tempat wisata tematik dekorasi unik wahana keluarga area foto interaktif taman hibur
225,MiniMania Lembang,Tempat wisata miniatur landmark dunia dengan konsep edukasi dan spot foto keluarga.,Wisata Edukasi,Bandung Barat,83,Tempat wisata miniatur landmark dunia dengan konsep edukasi dan spot foto keluarga. Wisata Edukasi,tempat wisata miniatur landmark dunia konsep edukasi spot foto keluarga wisata edukasi
226,Trizara Resorts Glamping Lembang,Tempat glamping modern dengan panorama alam dan fasilitas penginapan di kawasan Lembang.,Wisata Alam,Bandung Barat,88,Tempat glamping modern dengan panorama alam dan fasilitas penginapan di kawasan Lembang. Wisata Alam,tempat glamping modern panorama alam fasilitas inap kawasan lembang wisata alam
227,Pine Forest Camp,Area camping dan wisata alam dengan suasana hutan pinus dan udara pegunungan yang sejuk.,Wisata Alam,Bandung Barat,88,Area camping dan wisata alam dengan suasana hutan pinus dan udara pegunungan yang sejuk. Wisata Alam,area camping wisata alam suasana hutan pinus udara gunung sejuk wisata alam
228,Orchid Forest Cikole,"Kawasan wisata hutan pinus dengan koleksi anggrek, jembatan gantung, dan area rekreasi keluarga.",Wisata Alam,Bandung Barat,96,"Kawasan wisata hutan pinus dengan koleksi anggrek, jembatan gantung, dan area rekreasi keluarga. Wisata Alam",kawasan wisata hutan pinus koleksi anggrek jembatan gantung area rekreasi keluarga wisata alam
229,Gunung Putri Lembang,Bukit dan area pendakian ringan dengan panorama sunrise dan pemandangan Kota Bandung.,Wisata Alam,Bandung Barat,85,Bukit dan area pendakian ringan dengan panorama sunrise dan pemandangan Kota Bandung. Wisata Alam,bukit area daki ringan panorama sunrise pandang kota bandung wisata alam
230,Wana Wisata Jayagiri,Kawasan wisata alam dan camping dengan hutan pinus serta jalur trekking di Lembang.,Wisata Alam,Bandung Barat,83,Kawasan wisata alam dan camping dengan hutan pinus serta jalur trekking di Lembang. Wisata Alam,kawasan wisata alam camping hutan pinus jalur trekking lembang wisata alam
231,Curug Layung & Camping Ground,Air terjun alami dengan area camping dan suasana hutan pinus di Bandung Barat.,Wisata Alam,Bandung Barat,78,Air terjun alami dengan area camping dan suasana hutan pinus di Bandung Barat. Wisata Alam,air terjun alami area camping suasana hutan pinus bandung barat wisata alam
232,Gunung Burangrang,Gunung di Bandung Barat yang populer untuk pendakian dan wisata alam pegunungan.,Wisata Alam,Bandung Barat,80,Gunung di Bandung Barat yang populer untuk pendakian dan wisata alam pegunungan. Wisata Alam,gunung bandung barat populer daki wisata alam gunung wisata alam
233,Gunung Hawu,Gunung batu dengan panorama alam dan lokasi populer untuk aktivitas panjat tebing.,Wisata Alam,Bandung Barat,82,Gunung batu dengan panorama alam dan lokasi populer untuk aktivitas panjat tebing. Wisata Alam,gunung batu panorama alam lokasi populer aktivitas panjat tebing wisata alam
234,Curug Tilu Leuwi Opat,Kawasan wisata air terjun dengan beberapa aliran curug dan suasana hutan alami.,Wisata Alam,Bandung Barat,79,Kawasan wisata air terjun dengan beberapa aliran curug dan suasana hutan alami. Wisata Alam,kawasan wisata air terjun beberapa alir curug suasana hutan alami wisata alam
235,Curug Pelangi,Air terjun wisata dengan pencahayaan warna-warni pada malam hari di kawasan Lembang.,Wisata Alam,Bandung Barat,84,Air terjun wisata dengan pencahayaan warna-warni pada malam hari di kawasan Lembang. Wisata Alam,air terjun wisata cahaya warnawarni malam hari kawasan lembang wisata alam
236,Guha Pawon,Goa prasejarah di Bandung Barat yang memiliki nilai sejarah dan penelitian arkeologi.,Wisata Sejarah,Bandung Barat,85,Goa prasejarah di Bandung Barat yang memiliki nilai sejarah dan penelitian arkeologi. Wisata Sejarah,goa prasejarah bandung barat milik nilai sejarah teliti arkeologi wisata sejarah
237,Lawangwangi Creative Space,Galeri seni dan tempat kuliner dengan panorama Kota Bandung serta area kreatif modern.,Wisata Seni,Bandung Barat,86,Galeri seni dan tempat kuliner dengan panorama Kota Bandung serta area kreatif modern. Wisata Seni,galeri seni tempat kuliner panorama kota bandung area kreatif modern wisata seni
238,Dago Bakery punclut,Tempat kuliner dengan desain kastel Eropa dan panorama perbukitan di kawasan Punclut.,Wisata Kuliner,Bandung Barat,85,Tempat kuliner dengan desain kastel Eropa dan panorama perbukitan di kawasan Punclut. Wisata Kuliner,tempat kuliner desain kastel eropa panorama bukit kawasan punclut wisata kuliner
239,Kawasan Punclut,Kawasan wisata dataran tinggi yang terkenal dengan kuliner dan panorama Kota Bandung.,Wisata Alam,Bandung Barat,85,Kawasan wisata dataran tinggi yang terkenal dengan kuliner dan panorama Kota Bandung. Wisata Alam,kawasan wisata datar tinggi kenal kuliner panorama kota bandung wisata alam
240,Waduk Saguling,Waduk besar di Bandung Barat yang dimanfaatkan untuk wisata alam dan aktivitas rekreasi air.,Wisata Alam,Bandung Barat,92,Waduk besar di Bandung Barat yang dimanfaatkan untuk wisata alam dan aktivitas rekreasi air. Wisata Alam,waduk besar bandung barat manfaat wisata alam aktivitas rekreasi air wisata alam
241,MARIBAYA Natural Hotspring Resort,Resort pemandian air panas alami dengan fasilitas relaksasi dan wisata keluarga.,Wisata Alam,Bandung Barat,80,Resort pemandian air panas alami dengan fasilitas relaksasi dan wisata keluarga. Wisata Alam,resort mandi air panas alami fasilitas relaksasi wisata keluarga wisata alam
242,Terminal Wisata Grafika Cikole,"Kawasan wisata alam dengan penginapan, outbound, dan hutan pinus di Lembang.",Wisata Alam,Bandung Barat,76,"Kawasan wisata alam dengan penginapan, outbound, dan hutan pinus di Lembang. Wisata Alam",kawasan wisata alam inap outbound hutan pinus lembang wisata alam
243,Curug Bugbrug,Air terjun alami di kawasan Ciwidey dengan suasana alam dan jalur trekking ringan.,Wisata Alam,Bandung Barat,82,Air terjun alami di kawasan Ciwidey dengan suasana alam dan jalur trekking ringan. Wisata Alam,air terjun alami kawasan ciwidey suasana alam jalur trekking ringan wisata alam
244,Curug Sawer Cililin,Air terjun di Bandung Barat dengan panorama alam dan suasana pegunungan yang sejuk.,Wisata Alam,Bandung Barat,83,Air terjun di Bandung Barat dengan panorama alam dan suasana pegunungan yang sejuk. Wisata Alam,air terjun bandung barat panorama alam suasana gunung sejuk wisata alam
245,Gn. Masigit,Gunung batu di kawasan Citatah yang populer untuk pendakian dan panjat tebing.,Wisata Alam,Bandung Barat,78,Gunung batu di kawasan Citatah yang populer untuk pendakian dan panjat tebing. Wisata Alam,gunung batu kawasan cita populer daki panjat tebing wisata alam
246,Basecamp Burangrang Via Legok Haji,Basecamp pendakian menuju Gunung Burangrang dengan fasilitas camping dan jalur hiking.,Wisata Alam,Bandung Barat,86,Basecamp pendakian menuju Gunung Burangrang dengan fasilitas camping dan jalur hiking. Wisata Alam,basecamp daki tuju gunung burangrang fasilitas camping jalur hiking wisata alam
247,Curug Maribaya,Air terjun alami di kawasan Maribaya yang terkenal dengan udara sejuk dan panorama hutan.,Wisata Alam,Bandung Barat,89,Air terjun alami di kawasan Maribaya yang terkenal dengan udara sejuk dan panorama hutan. Wisata Alam,air terjun alami kawasan maribaya kenal udara sejuk panorama hutan wisata alam
248,Farm House Susu Lembang,Tempat wisata keluarga bertema pedesaan Eropa dengan spot foto dan kuliner khas susu.,Taman Hiburan,Bandung Barat,85,Tempat wisata keluarga bertema pedesaan Eropa dengan spot foto dan kuliner khas susu. Taman Hiburan,tempat wisata keluarga tema desa eropa spot foto kuliner khas susu taman hibur
249,Kota Mini Lembang,Tempat wisata edukasi anak dengan konsep miniatur kota dan aktivitas profesi interaktif.,Wisata Edukasi,Bandung Barat,88,Tempat wisata edukasi anak dengan konsep miniatur kota dan aktivitas profesi interaktif. Wisata Edukasi,tempat wisata edukasi anak konsep miniatur kota aktivitas profesi interaktif wisata edukasi
250,"Float Market Lembang, West Bandung, West Java",Tempat wisata kuliner dengan konsep pasar terapung dan area rekreasi keluarga di Lembang.,Wisata Kuliner,Bandung Barat,89,Tempat wisata kuliner dengan konsep pasar terapung dan area rekreasi keluarga di Lembang. Wisata Kuliner,tempat wisata kuliner konsep pasar apung area rekreasi keluarga lembang wisata kuliner
251,Dusun Bambu Lembang,"Tempat wisata keluarga bernuansa alam dengan kuliner, penginapan, dan area rekreasi.",Wisata Alam,Bandung Barat,84,"Tempat wisata keluarga bernuansa alam dengan kuliner, penginapan, dan area rekreasi. Wisata Alam",tempat wisata keluarga nuansa alam kuliner inap area rekreasi wisata alam
252,Green Grass Cikole,"Tempat wisata alam dengan area camping, glamping, dan suasana hutan pinus.",Wisata Alam,Bandung Barat,74,"Tempat wisata alam dengan area camping, glamping, dan suasana hutan pinus. Wisata Alam",tempat wisata alam area camping glamping suasana hutan pinus wisata alam
253,Pine Valley Cikole,Kawasan wisata alam dengan panorama hutan pinus dan area camping keluarga.,Wisata Alam,Bandung Barat,74,Kawasan wisata alam dengan panorama hutan pinus dan area camping keluarga. Wisata Alam,kawasan wisata alam panorama hutan pinus area camping keluarga wisata alam
254,Team Merpati Gunung Putri,Area wisata dan camping di Gunung Putri yang menawarkan panorama alam dan aktivitas outdoor.,Wisata Alam,Bandung Barat,92,Area wisata dan camping di Gunung Putri yang menawarkan panorama alam dan aktivitas outdoor. Wisata Alam,area wisata camping gunung putri tawar panorama alam aktivitas outdoor wisata alam
255,Tugu Bukit Tunggul,Landmark di kawasan Bukit Tunggul yang menjadi titik wisata alam dan pendakian ringan.,Wisata Alam,Bandung Barat,86,Landmark di kawasan Bukit Tunggul yang menjadi titik wisata alam dan pendakian ringan. Wisata Alam,landmark kawasan bukit tunggul jadi titik wisata alam daki ringan wisata alam
256,Bumi Perkemahan Taman Bincarung Pasir Angling,Area perkemahan dengan suasana hutan pinus dan fasilitas kegiatan outdoor keluarga.,Wisata Alam,Bandung Barat,83,Area perkemahan dengan suasana hutan pinus dan fasilitas kegiatan outdoor keluarga. Wisata Alam,area kemah suasana hutan pinus fasilitas giat outdoor keluarga wisata alam
257,Rainbow Garden Lembang,Taman bunga warna-warni di kawasan Floating Market Lembang dengan berbagai spot foto menarik.,Wisata Alam,Bandung Barat,93,Taman bunga warna-warni di kawasan Floating Market Lembang dengan berbagai spot foto menarik. Wisata Alam,taman bunga warnawarni kawasan floating market lembang bagai spot foto tarik wisata alam
258,Kebun Begonia Lembang,Taman bunga dengan koleksi tanaman hias dan suasana alam pegunungan yang sejuk.,Wisata Alam,Bandung Barat,79,Taman bunga dengan koleksi tanaman hias dan suasana alam pegunungan yang sejuk. Wisata Alam,taman bunga koleksi tanam hias suasana alam gunung sejuk wisata alam
259,Kampung Daun Culture Gallery & Café,Tempat wisata kuliner bernuansa alam Sunda dengan saung tradisional dan area hijau.,Wisata Kuliner,Bandung Barat,83,Tempat wisata kuliner bernuansa alam Sunda dengan saung tradisional dan area hijau. Wisata Kuliner,tempat wisata kuliner nuansa alam sunda saung tradisional area hijau wisata kuliner
260,Dago Dreampark,"Tempat wisata keluarga dengan wahana permainan, spot foto, dan aktivitas outdoor.",Taman Hiburan,Bandung Barat,81,"Tempat wisata keluarga dengan wahana permainan, spot foto, dan aktivitas outdoor. Taman Hiburan",tempat wisata keluarga wahana main spot foto aktivitas outdoor taman hibur
261,Tebing Karaton,Tebing wisata alam dengan panorama hutan dan pemandangan Kota Bandung dari ketinggian.,Wisata Alam,Bandung Barat,86,Tebing wisata alam dengan panorama hutan dan pemandangan Kota Bandung dari ketinggian. Wisata Alam,tebing wisata alam panorama hutan pandang kota bandung tinggi wisata alam
